Time (s)	System Output	ControllerOutput
27.900543	0.999979	0.999984
27.910543	0.999979	0.999984
27.920544	0.999979	0.999982
27.930544	0.999979	0.999985
27.940544	0.999979	0.999981
27.950544	0.999979	0.999986
27.960545	0.999979	0.999981
27.970545	0.999979	0.999986
27.980545	0.999979	0.999981
27.990545	0.999979	0.999986
28.000546	0.999980	0.999981
28.010546	0.999980	0.999986
28.020546	0.999980	0.999983
28.030546	0.999980	0.999985
28.040546	0.999980	0.999982
28.050547	0.999980	0.999986
28.060547	0.999980	0.999984
28.070547	0.999980	0.999986
28.080547	0.999980	0.999982
28.090548	0.999980	0.999987
28.100548	0.999980	0.999984
28.110548	0.999980	0.999986
28.120548	0.999981	0.999983
28.130548	0.999981	0.999987
28.140549	0.999981	0.999985
28.150549	0.999981	0.999986
28.160549	0.999981	0.999985
28.170549	0.999981	0.999986
28.180550	0.999981	0.999983
28.190550	0.999981	0.999987
28.200550	0.999981	0.999983
28.210550	0.999981	0.999988
28.220551	0.999981	0.999985
28.230551	0.999981	0.999987
28.240551	0.999981	0.999986
28.250551	0.999981	0.999986
28.260551	0.999982	0.999984
28.270552	0.999982	0.999987
28.280552	0.999982	0.999985
28.290552	0.999982	0.999987
28.300552	0.999982	0.999986
28.310553	0.999982	0.999986
28.320553	0.999982	0.999986
28.330553	0.999982	0.999986
28.340553	0.999982	0.999986
28.350554	0.999982	0.999986
28.360554	0.999982	0.999986
28.370554	0.999982	0.999986
28.380554	0.999982	0.999986
28.390554	0.999982	0.999987
28.400555	0.999982	0.999986
28.410555	0.999982	0.999987
28.420555	0.999982	0.999987
28.430555	0.999983	0.999987
28.440556	0.999983	0.999987
28.450556	0.999983	0.999987
28.460556	0.999983	0.999987
28.470556	0.999983	0.999987
28.480556	0.999983	0.999987
28.490557	0.999983	0.999987
28.500557	0.999983	0.999987
28.510557	0.999983	0.999987
28.520557	0.999983	0.999987
28.530558	0.999983	0.999987
28.540558	0.999983	0.999987
28.550558	0.999983	0.999987
28.560558	0.999983	0.999987
28.570559	0.999983	0.999987
28.580559	0.999983	0.999987
28.590559	0.999983	0.999987
28.600559	0.999984	0.999987
28.610559	0.999984	0.999987
28.620560	0.999984	0.999987
28.630560	0.999984	0.999987
28.640560	0.999984	0.999987
28.650560	0.999984	0.999987
28.660561	0.999984	0.999987
28.670561	0.999984	0.999987
28.680561	0.999984	0.999987
28.690561	0.999984	0.999987
28.700562	0.999984	0.999987
28.710562	0.999984	0.999987
28.720562	0.999984	0.999987
28.730562	0.999984	0.999987
28.740562	0.999984	0.999987
28.750563	0.999984	0.999988
28.760563	0.999985	0.999988
28.770563	0.999985	0.999988
28.780563	0.999985	0.999988
28.790564	0.999985	0.999988
28.800564	0.999985	0.999988
28.810564	0.999985	0.999988
28.820564	0.999985	0.999988
28.830564	0.999985	0.999988
28.840565	0.999985	0.999988
28.850565	0.999985	0.999988
28.860565	0.999985	0.999988
28.870565	0.999985	0.999988
28.880566	0.999985	0.999988
28.890566	0.999985	0.999988
28.900566	0.999985	0.999988
28.910566	0.999985	0.999988
28.920567	0.999985	0.999988
28.930567	0.999986	0.999988
28.940567	0.999986	0.999988
28.950567	0.999986	0.999988
28.960567	0.999986	0.999988
28.970568	0.999986	0.999988
28.980568	0.999986	0.999988
28.990568	0.999986	0.999988
29.000568	0.999986	0.999988
29.010569	0.999986	0.999988
29.020569	0.999986	0.999988
29.030569	0.999986	0.999988
29.040569	0.999986	0.999988
29.050570	0.999986	0.999988
29.060570	0.999986	0.999988
29.070570	0.999986	0.999989
29.080570	0.999986	0.999988
29.090570	0.999986	0.999989
29.100571	0.999987	0.999989
29.110571	0.999987	0.999989
29.120571	0.999987	0.999989
29.130571	0.999987	0.999989
29.140572	0.999987	0.999989
29.150572	0.999987	0.999989
29.160572	0.999987	0.999989
29.170572	0.999987	0.999989
29.180573	0.999987	0.999989
29.190573	0.999987	0.999989
29.200573	0.999987	0.999989
29.210573	0.999987	0.999989
29.220573	0.999987	0.999989
29.230574	0.999987	0.999989
29.240574	0.999987	0.999989
29.250574	0.999987	0.999989
29.260574	0.999987	0.999989
29.270575	0.999988	0.999989
29.280575	0.999988	0.999989
29.290575	0.999988	0.999989
29.300575	0.999988	0.999989
29.310575	0.999988	0.999989
29.320576	0.999988	0.999989
29.330576	0.999988	0.999989
29.340576	0.999988	0.999989
29.350576	0.999988	0.999989
29.360577	0.999988	0.999989
29.370577	0.999988	0.999989
29.380577	0.999988	0.999989
29.390577	0.999988	0.999990
29.400578	0.999988	0.999989
29.410578	0.999988	0.999990
29.420578	0.999988	0.999990
29.430578	0.999988	0.999990
29.440578	0.999989	0.999990
29.450579	0.999989	0.999990
29.460579	0.999989	0.999990
29.470579	0.999989	0.999990
29.480579	0.999989	0.999990
29.490580	0.999989	0.999990
29.500580	0.999989	0.999990
29.510580	0.999989	0.999990
29.520580	0.999989	0.999990
29.530581	0.999989	0.999990
29.540581	0.999989	0.999990
29.550581	0.999989	0.999990
29.560581	0.999989	0.999990
29.570581	0.999989	0.999990
29.580582	0.999989	0.999989
29.590582	0.999989	0.999990
29.600582	0.999990	0.999989
29.610582	0.999990	0.999989
29.620583	0.999990	0.999989
29.630583	0.999990	0.999989
29.640583	0.999990	0.999989
29.650583	0.999990	0.999989
29.660583	0.999990	0.999989
29.670584	0.999990	0.999989
29.680584	0.999990	0.999989
29.690584	0.999990	0.999989
29.700584	0.999990	0.999991
29.710585	0.999990	0.999990
29.720585	0.999990	0.999991
29.730585	0.999990	0.999991
29.740585	0.999990	0.999991
29.750586	0.999990	0.999991
29.760586	0.999990	0.999991
29.770586	0.999990	0.999991
29.780586	0.999990	0.999991
29.790586	0.999990	0.999991
29.800587	0.999990	0.999991
29.810587	0.999990	0.999991
29.820587	0.999990	0.999991
29.830587	0.999990	0.999991
29.840588	0.999990	0.999991
29.850588	0.999990	0.999991
29.860588	0.999990	0.999992
29.870588	0.999990	0.999992
29.880589	0.999990	0.999992
29.890589	0.999990	0.999992
29.900589	0.999990	0.999992
29.910589	0.999990	0.999992
29.920589	0.999990	0.999992
29.930590	0.999990	0.999992
29.940590	0.999990	0.999992
29.950590	0.999990	0.999992
29.960590	0.999990	0.999992
29.970591	0.999990	0.999992
29.980591	0.999990	0.999992
29.990591	0.999990	0.999992
30.000591	0.999990	0.999992
30.010592	0.999990	0.999992
30.020592	0.999990	0.999990
30.030592	0.999990	0.999994
30.040592	0.999990	0.999989
30.050592	0.999990	0.999994
30.060593	0.999990	0.999989
30.070593	0.999990	0.999994
30.080593	0.999990	0.999989
30.090593	0.999990	0.999994
30.100594	0.999990	0.999989
30.110594	0.999990	0.999995
30.120594	0.999990	0.999989
30.130594	0.999990	0.999995
30.140594	0.999990	0.999989
30.150595	0.999990	0.999995
30.160595	0.999991	0.999989
30.170595	0.999991	0.999995
30.180595	0.999991	0.999989
30.190596	0.999991	0.999995
30.200596	0.999991	0.999989
30.210596	0.999991	0.999995
30.220596	0.999991	0.999989
30.230597	0.999991	0.999995
30.240597	0.999991	0.999989
30.250597	0.999991	0.999995
30.260597	0.999991	0.999989
30.270597	0.999991	0.999995
30.280598	0.999991	0.999989
30.290598	0.999991	0.999995
30.300598	0.999991	0.999992
30.310598	0.999991	0.999994
30.320599	0.999991	0.999990
30.330599	0.999991	0.999995
30.340599	0.999991	0.999990
30.350599	0.999991	0.999995
30.360600	0.999991	0.999990
30.370600	0.999991	0.999995
30.380600	0.999991	0.999992
30.390600	0.999991	0.999994
30.400600	0.999991	0.999991
30.410601	0.999991	0.999995
30.420601	0.999991	0.999990
30.430601	0.999991	0.999995
30.440601	0.999991	0.999990
30.450602	0.999991	0.999995
30.460602	0.999991	0.999992
30.470602	0.999991	0.999994
30.480602	0.999991	0.999991
30.490602	0.999991	0.999995
30.500603	0.999991	0.999990
30.510603	0.999991	0.999995
30.520603	0.999991	0.999990
30.530603	0.999991	0.999995
30.540604	0.999991	0.999990
30.550604	0.999991	0.999995
30.560604	0.999992	0.999990
30.570604	0.999992	0.999996
30.580605	0.999992	0.999992
30.590605	0.999992	0.999994
30.600605	0.999992	0.999991
30.610605	0.999992	0.999995
30.620605	0.999992	0.999991
30.630606	0.999992	0.999996
30.640606	0.999992	0.999990
30.650606	0.999992	0.999996
30.660606	0.999992	0.999993
30.670607	0.999992	0.999995
30.680607	0.999992	0.999991
30.690607	0.999992	0.999995
30.700607	0.999992	0.999991
30.710608	0.999992	0.999996
30.720608	0.999992	0.999991
30.730608	0.999992	0.999996
30.740608	0.999992	0.999991
30.750608	0.999992	0.999996
30.760609	0.999992	0.999993
30.770609	0.999992	0.999995
30.780609	0.999992	0.999991
30.790609	0.999992	0.999996
30.800610	0.999992	0.999991
30.810610	0.999992	0.999996
30.820610	0.999992	0.999991
30.830610	0.999992	0.999996
30.840611	0.999992	0.999991
30.850611	0.999992	0.999996
30.860611	0.999992	0.999991
30.870611	0.999992	0.999996
30.880611	0.999992	0.999993
30.890612	0.999992	0.999995
30.900612	0.999992	0.999992
30.910612	0.999992	0.999996
30.920612	0.999992	0.999991
30.930613	0.999992	0.999996
30.940613	0.999992	0.999991
30.950613	0.999992	0.999996
30.960613	0.999992	0.999993
30.970613	0.999992	0.999995
30.980614	0.999992	0.999992
30.990614	0.999992	0.999996
31.000614	0.999993	0.999991
31.010614	0.999993	0.999996
31.020615	0.999993	0.999991
31.030615	0.999993	0.999997
31.040615	0.999993	0.999991
31.050615	0.999993	0.999997
31.060616	0.999993	0.999994
31.070616	0.999993	0.999995
31.080616	0.999993	0.999992
31.090616	0.999993	0.999996
31.100616	0.999993	0.999992
31.110617	0.999993	0.999997
31.120617	0.999993	0.999992
31.130617	0.999993	0.999997
31.140617	0.999993	0.999992
31.150618	0.999993	0.999997
31.160618	0.999993	0.999992
31.170618	0.999993	0.999997
31.180618	0.999993	0.999994
31.190619	0.999993	0.999996
31.200619	0.999993	0.999992
31.210619	0.999993	0.999997
31.220619	0.999993	0.999992
31.230619	0.999993	0.999997
31.240620	0.999993	0.999992
31.250620	0.999993	0.999997
31.260620	0.999993	0.999994
31.270620	0.999993	0.999996
31.280621	0.999993	0.999993
31.290621	0.999993	0.999997
31.300621	0.999993	0.999992
31.310621	0.999993	0.999997
31.320621	0.999993	0.999992
31.330622	0.999993	0.999997
31.340622	0.999993	0.999992
31.350622	0.999993	0.999997
31.360622	0.999993	0.999992
31.370623	0.999993	0.999997
31.380623	0.999993	0.999994
31.390623	0.999993	0.999996
31.400623	0.999994	0.999993
31.410624	0.999994	0.999997
31.420624	0.999994	0.999992
31.430624	0.999994	0.999997
31.440624	0.999994	0.999992
31.450624	0.999994	0.999998
31.460625	0.999994	0.999995
31.470625	0.999994	0.999996
31.480625	0.999994	0.999993
31.490625	0.999994	0.999997
31.500626	0.999994	0.999993
31.510626	0.999994	0.999998
31.520626	0.999994	0.999992
31.530626	0.999994	0.999998
31.540627	0.999994	0.999992
31.550627	0.999994	0.999998
31.560627	0.999994	0.999995
31.570627	0.999994	0.999997
31.580627	0.999994	0.999993
31.590628	0.999994	0.999998
31.600628	0.999994	0.999993
31.610628	0.999994	0.999998
31.620628	0.999994	0.999993
31.630629	0.999994	0.999998
31.640629	0.999994	0.999993
31.650629	0.999994	0.999998
31.660629	0.999994	0.999993
31.670630	0.999994	0.999998
31.680630	0.999994	0.999995
31.690630	0.999994	0.999997
31.700630	0.999994	0.999994
31.710630	0.999994	0.999998
31.720631	0.999994	0.999993
31.730631	0.999994	0.999998
31.740631	0.999994	0.999993
31.750631	0.999994	0.999998
31.760632	0.999994	0.999995
31.770632	0.999994	0.999997
31.780632	0.999994	0.999994
31.790632	0.999994	0.999998
31.800632	0.999994	0.999993
31.810633	0.999994	0.999998
31.820633	0.999995	0.999993
31.830633	0.999995	0.999999
31.840633	0.999995	0.999993
31.850634	0.999995	0.999999
31.860634	0.999995	0.999995
31.870634	0.999995	0.999997
31.880634	0.999995	0.999994
31.890635	0.999995	0.999998
31.900635	0.999995	0.999994
31.910635	0.999995	0.999999
31.920635	0.999995	0.999993
31.930635	0.999995	0.999999
31.940636	0.999995	0.999993
31.950636	0.999995	0.999999
31.960636	0.999995	0.999993
31.970636	0.999995	0.999999
31.980637	0.999995	0.999996
31.990637	0.999995	0.999998
